recipe_title,category,subcategory,description,ingredients,directions,num_ingredients,num_steps
Make Ahead Breakfast Casserole,Breakfast And Brunch,Breakfast Sausage,"Mmm mmm good! This is a must do for every holiday in my household, or just when you have guests overnight! Can be made with egg substitute, skim milk and turkey sausage to make it healthier!","[""2 \u00bd cups seasoned croutons"", ""1 pound spicy pork sausage"", ""4 eggs"", ""2 \u00bc cups milk"", ""1 (10.75 ounce) can condensed cream of mushroom soup"", ""1 (10 ounce) package frozen chopped spinach - thawed, drained and squeezed dry"", ""1 (4.5 ounce) can mushrooms, drained and chopped"", ""1 cup shredded sharp Cheddar cheese"", ""1 cup shredded Monterey Jack cheese"", ""\u00bc teaspoon dry mustard"", ""2 sprigs fresh parsley, for garnish""]","[""Spread croutons on bottom of greased 9x13 inch baking dish. Crumble sausage into medium skillet. Cook over medium heat until browned, stirring occasionally. Drain off any drippings. Spread sausage over croutons."", ""In a large bowl, whisk together eggs and milk until well blended. Stir in soup, spinach, mushrooms, cheeses and mustard. Pour egg mixture over sausage and croutons. Refrigerate overnight."", ""The next morning, preheat oven to 325 degrees F (165 degrees C)."", ""Bake in preheated oven for 50 to 55 minutes or until set and lightly browned on top. Garnish with parsley sprigs and serve hot.""]",11,4
Country Breakfast Casserole,Breakfast And Brunch,Breakfast Sausage,"A one-dish casserole with all of your Sunday morning favorites: sausage, gravy, eggs, cheese, and toast.","[""1 (16 ounce) package breakfast sausage"", ""1 chopped green onion"", ""2 cups shredded Cheddar cheese"", ""6 eggs, lightly beaten"", ""1 cup water"", ""\u00bd cup milk"", ""1 (2.64 ounce) package country gravy mix"", ""6 slices bread, cut into 1 inch cubes"", ""2 tablespoons melted butter (Optional)"", ""\u00bd teaspoon paprika to taste""]","[""Preheat oven to 325 degrees F (165 degrees C). Grease an 11x8 inch baking dish."", ""Brown sausage in a large skillet; drain fat."", ""Combine sausage with green onion and spread evenly across the bottom of the baking dish. Top with shredded cheese. Whisk together eggs, water, milk, and gravy mix; add mixture to baking dish. Arrange bread squares evenly on top. If desired, drizzle melted butter over bread, and sprinkle with paprika."", ""Bake 40 minutes in the preheated oven, or until a knife inserted into the center comes out clean. Set aside 10 minutes before serving.""]",10,4
Sausage Egg Casserole,Breakfast And Brunch,Breakfast Sausage,"Assemble the ingredients the night before, and bake this casserole in the morning. Stand back and wait for the compliments. I've made it with fat free cottage cheese, egg substitute, and reduced fat sausage; the taste is still wonderful!","[""\u00be pound ground pork sausage"", ""1 tablespoon butter"", ""4 green onions, chopped"", ""\u00bd pound fresh mushrooms, sliced"", ""10 eggs, beaten"", ""1 (16 ounce) container low-fat cottage cheese"", ""1 pound Monterey Jack cheese, shredded"", ""2 (4 ounce) cans diced green chile peppers, drained"", ""1 cup all-purpose flour"", ""1 teaspoon baking powder"", ""\u00bd teaspoon salt"", ""\u2153 cup butter, melted""]","[""Place sausage in a large, deep skillet. Cook over medium-high heat until evenly brown. Drain, and set aside. Melt butter in skillet, and cook and stir the green onions and mushrooms until tender."", ""In a large bowl, mix the eggs, cottage cheese, Monterey Jack cheese, and chiles. Stir in the sausage, green onions, and mushrooms. Cover, and refrigerate overnight."", ""Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9x13 inch baking dish."", ""In a bowl, sift together the flour, baking powder, and salt. Blend in the melted butter. Stir the flour mixture into the egg mixture. Pour into the prepared baking dish."", ""Bake 40 to 50 minutes in the preheated oven, or until lightly brown. Let stand 10 minutes before serving.""]",12,5
Spicy Breakfast Sausage Patties,Breakfast And Brunch,Breakfast Sausage,"Fresh homemade hot breakfast sausage patties that you can enjoy right away, make ahead of time for weekday breakfasts, or freeze for later use. If you don't like spicy sausage, feel free to adjust the heat by reducing the amount of crushed red pepper or eliminating it altogether.","[""1 pound ground pork"", ""1 teaspoon rubbed sage"", ""1 teaspoon salt"", ""1 teaspoon crushed red pepper"", ""\u00bd teaspoon ground marjoram"", ""\u00bd teaspoon ground black pepper"", ""\u00bd teaspoon onion powder"", ""\u00bc teaspoon dried thyme leaves"", ""1 tablespoon olive oil""]","[""Combine ground pork, sage, salt, crushed red pepper, marjoram, black pepper, onion powder, and thyme leaves in a large bowl; mix until evenly combined. Form mixture into 10 small patties."", ""Heat oil in a large skillet over medium-high heat. Working in batches, cook patties for 3 minutes. Flip and cook 3 minutes more or until juices run clear. An instant-read thermometer inserted into the center should read at least 160 degrees F (73 degrees C). Transfer patties to a paper towel-lined plate to absorb any excess grease.""]",9,2
Biscuits and Sausage Gravy Breakfast Pizza,Breakfast And Brunch,Breakfast Sausage,"My family's favorite Sunday morning meal is my delicious and easy biscuits and gravy. One morning I decided to double the sausage gravy batch and try out a new recipe - biscuits and gravy pizza! Absolutely amazing. Now my family asks for this just as much as the standard biscuits and gravy. The recipe calls for about half of the amount of gravy that is made; we either make two pizzas with it, or freeze the rest for a later date!","[""1 (16 ounce) package breakfast sausage"", ""\u00bc cup all-purpose flour"", ""2 cups milk"", ""ground black pepper to taste"", ""1 tablespoon olive oil, or as needed (Optional)"", ""1 (12 inch) pre-baked pizza crust"", ""cooking spray"", ""6 eggs"", ""\u00bc cup milk"", ""1 cup shredded Cheddar cheese, or as desired""]","[""Heat a large skillet over medium heat. Cook and stir sausage in the hot skillet until browned, 5 to 7 minutes. Drain and discard grease. Stir in flour until dissolved; add 2 cups milk. Stir occasionally until gravy reaches desired consistency, about 10 minutes. Season gravy with black pepper."", ""Preheat oven to 400 degrees F (200 degrees C)."", ""Place pizza crust on a baking sheet; brush with olive oil. Spread 1/2 of the gravy over the olive oil."", ""Spray a large skillet with cooking spray; warm over medium-high heat. Whisk eggs and 1/4 cup milk together in a bowl. Pour into the skillet; cook and stir until eggs are set, about 5 minutes."", ""Top pizza with scrambled eggs and Cheddar cheese."", ""Bake in the preheated oven until crust is golden brown and top is bubbling, 10 to 15 minutes.""]",10,6
English Muffin-Sausage Breakfast Casserole,Breakfast And Brunch,Breakfast Sausage,"Made with English muffins, ground country sausage, and bell peppers, this is a great casserole for breakfast. Filling enough for any hungry man. Light enough for a weekend brunch.","[""1 pound ground country sausage"", ""4 English muffins, halved and torn into bite-sized pieces"", ""1 cup diced onion"", ""1 cup diced bell pepper"", ""1 cup shredded Cheddar cheese"", ""8 eggs, beaten"", ""1 \u00bc cups milk"", ""1 teaspoon dried basil"", ""\u00bd teaspoon black pepper""]","[""Cook ground sausage in a large skillet over medium-high heat, stirring often, until browned and cooked through, about 5 minutes. Drain excess grease."", ""Spread English muffin pieces over the bottom of a 9x13-inch baking dish. Layer cooked sausage, onions, bell peppers, and Cheddar cheese over English muffin pieces."", ""Combine eggs, milk, basil, and pepper in a bowl; whisk until well combined. Pour egg mixture into the baking dish. Gently press down on top of casserole mixture with a spatula. Cover and refrigerate 8 hours to overnight."", ""Preheat the oven to 375 degrees F (190 degrees C)."", ""Uncover casserole and bake in the preheated oven until casserole is set and eggs are cooked, about 35 minutes. Check by inserting a knife. Let cool for 15 minutes before eating.""]",9,5
Italian Sausage Gravy and Biscuits,Breakfast And Brunch,Breakfast Sausage,Here's a simple Italian sausage gravy with a flavorful flair that's served over hot biscuits.,"[""1 (12 ounce) package ground Italian sausage"", ""\u00bd cup onion, diced"", ""1 (16 ounce) jar Classico Fresh Four Cheese Alfredo Sauce"", ""3 fresh sage leaves, finely chopped"", ""\u215b teaspoon freshly ground black pepper"", ""\u00bc cup chopped green onion"", ""1 (10 ounce) can refrigerated biscuit dough, baked according to package instructions""]","[""Cook sausage in a large skillet over medium heat until no longer pink, following cooking instructions indicated on the packaging. Add diced onion and continue to cook until onion softens and turns transparent. Drain fat."", ""Stir in Alfredo sauce, sage, and black pepper. Bring to a simmer, stirring occasionally; reduce heat and simmer for 10 minutes."", ""Serve over fresh biscuits and top with green onion.""]",7,3
Creamy Biscuits and Gravy,Breakfast And Brunch,Breakfast Sausage,"This biscuits and gravy recipe is a perfectly rich, great-tasting breakfast option for that occasional Sunday morning when you don't care about calories!","[""2 cups all-purpose flour"", ""4 teaspoons baking powder"", ""1 tablespoon white sugar"", ""\u00bd teaspoon salt"", ""\u00bd cup shortening"", ""1 egg, beaten"", ""\u2154 cup milk"", ""1 tablespoon butter, melted""]","[""Preheat the oven to 400 degrees F (200 degrees C). Grease a baking sheet."", ""Whisk 2 cups flour, baking powder, sugar, and salt together in a bowl; cut shortening into flour mixture with a pastry cutter until mixture is crumbly. Mix in egg and milk until incorporated. Turn dough out onto a well-floured work surface and knead for 1 minute."", ""Roll dough out to a thickness of 3/4- to 1-inch thick, cut with a biscuit cutter, and place biscuits onto the prepared baking sheet. Brush tops of biscuits melted butter."", ""Bake in the preheated oven until biscuits are golden brown, 8 to 10 minutes."", ""Cook and stir sausage in a large skillet over medium heat until browned and crumbly, about 10 minutes. Drain excess grease. Stir 1/4 cup butter into sausage until butter has melted and mix in 1/4 cup flour until thoroughly combined. Pour evaporated milk and water into sausage mixture, bring gravy to a simmer, and reduce heat to low; simmer gravy until thickened, about 5 minutes. Season gravy with salt and black pepper to taste."", ""Serve biscuits with sausage gravy.""]",8,6
Cornbread Sausage Casserole,Breakfast And Brunch,Breakfast Sausage,"This cornbread sausage casserole is two layers of cheesy, jalapeño cornbread surrounding savory breakfast sausage for two great tastes in every bite.","[""cooking spray"", ""1 pound ground pork breakfast sausage"", ""1 (16 ounce) package dry cornbread mix"", ""1 (15 ounce) can cream-style corn"", ""5 fluid ounces water"", ""1 medium onion, diced"", ""4 fresh jalapeno peppers, diced"", ""1 (8 ounce) package shredded Cheddar-Monterey Jack cheese blend""]","[""Preheat the oven to 350 degrees F (175 degrees C). Lightly grease a medium baking dish with cooking spray."", ""Cook sausage in a large, deep skillet over medium-high heat until evenly browned and crumbly, 5 to 7 minutes. Drain."", ""Mix cornbread mix, corn, and water together in a medium bowl. Spread 1/2 of the cornbread mixture over the bottom of the prepared baking dish. Layer sausage over top, then onion, jalape\u00f1o, and cheese. Top with remaining cornbread mixture, using only as much as fits in the baking dish."", ""Bake in the preheated oven until a toothpick inserted in the center comes out clean, about 35 minutes. Let cool for about 10 minutes before serving.""]",8,4
Whiz Sausage Balls,Breakfast And Brunch,Breakfast Sausage,This is an easy recipe for sausage balls with Cheez Whiz that kids can help with. I mix mild and hot sausage when I make them.,"[""1 pound fresh, ground pork sausage"", ""2 cups biscuit baking mix"", ""3 ounces processed cheese sauce""]","[""Preheat the oven to 325 degrees F (165 degrees C)."", ""Mix together pork sausage, baking mix, and cheese sauce in a large bowl with your hands. Form mixture into round, walnut-size pieces and place on a baking sheet."", ""Bake in the preheated oven until cooked through, about 15 minutes. An instant-read thermometer inserted into the center should read at least 160 degrees F (72 degrees C).""]",3,3
Mexican Hash,Breakfast And Brunch,Breakfast Sausage,"This vibrant Mexican hash recipe is a hearty, eggless breakfast with minimal prep. It features spicy chorizo and crispy hash browns for a savory, satisfying start to the day. This can be served with a fried egg for those who want extra protein.","[""12 ounces uncooked chorizo sausage"", ""\u00bc cup chopped onion"", ""2 teaspoons vegetable oil"", ""1 (16 ounce) package frozen diced hash brown potatoes"", ""\u00bd teaspoon seasoning salt"", ""1 (14.5 ounce) can Hunt's\u00ae Diced Tomatoes, drained"", ""1 avocado, cubed"", ""2 tablespoons coarsely chopped cilantro""]","[""Heat a skillet over medium-high heat. Cook and stir chorizo in the hot skillet until brown and crumbly, about 3 minutes. Add onion and cook, stirring frequently, until onion is translucent, about 3 minutes. Transfer chorizo-onion mixture to a plate."", ""Pour oil into the same skillet over medium-high heat. Add frozen potatoes and seasoning salt; toss to coat potatoes in oil, then cook, stirring occasionally, until potatoes are browned and crispy, about 10 minutes."", ""Add diced tomatoes and chorizo-onion mixture to the skillet; stir gently to mix evenly. Cook for 4 minutes, stirring once halfway. Serve topped with avocado and cilantro.""]",8,3
